ase_id,chr,strand,out_donor,out_acceptor,in_junction
5@-@157858953^157817547-@157858930^157817547-,5,-,157858953^,157817547-,157858930^157817547-
5@+@140639851^140641665-@140639864^140641665-,5,+,140639851^,140641665-,140639864^140641665-
5@+@140644188^140644573-@140644194^140644573-,5,+,140644188^,140644573-,140644194^140644573-
5@-@138177571^138172134-@138177566^138172134-,5,-,138177571^,138172134-,138177566^138172134-
5@-@138177571^138171410-@138177566^138172134-138172065^138171410-,5,-,138177571^,138171410-,138177566^138172134-138172065^138171410-
5@-@138171361^138171160-@138171345^138171160-,5,-,138171361^,138171160-,138171345^138171160-
5@+@168441834^168444494-@168441849^168444494-,5,+,168441834^,168444494-,168441849^168444494-
5@-@131479613^131472744-@131479513^131472744-,5,-,131479613^,131472744-,131479513^131472744-
5@-@88268788^88228528-@88268721^88228528-,5,-,88268788^,88228528-,88268721^88228528-
5@-@88205814^88203075-@88205754^88203075-,5,-,88205814^,88203075-,88205754^88203075-
5@-@88205814^88203075-@88205801^88203075-,5,-,88205814^,88203075-,88205801^88203075-
5@-@88205801^88203075-@88205754^88203075-,5,-,88205801^,88203075-,88205754^88203075-
5@+@96722698^96726794-@96722718^96726794-,5,+,96722698^,96726794-,96722718^96726794-
5@+@96722698^96727489-@96722718^96726794-96726859^96727489-,5,+,96722698^,96727489-,96722718^96726794-96726859^96727489-
5@-@138573777^138571141-@138573763^138571141-,5,-,138573777^,138571141-,138573763^138571141-
5@-@138573777^138571141-@138573763^138571141-,5,-,138573777^,138571141-,138573763^138571141-
5@+@134816603^134817496-@134816606^134817496-,5,+,134816603^,134817496-,134816606^134817496-
5@-@34043042^34035758-@34042823^34035758-,5,-,34043042^,34035758-,34042823^34035758-
5@+@176642165^176642710-@176642177^176642710-,5,+,176642165^,176642710-,176642177^176642710-
5@+@176652913^176656078-@176655020^176656078-,5,+,176652913^,176656078-,176655020^176656078-
5@+@176656125^176656700-@176656134^176656700-,5,+,176656125^,176656700-,176656134^176656700-
5@+@176656924^176657518-@176656956^176657518-,5,+,176656924^,176657518-,176656956^176657518-
5@+@171391424^171391706-@171391609^171391706-,5,+,171391424^,171391706-,171391609^171391706-
5@+@171392978^171400153-@171392982^171400153-,5,+,171392978^,171400153-,171392982^171400153-
5@+@171400210^171405302-@171400925^171405302-,5,+,171400210^,171405302-,171400925^171405302-
5@+@171392978^171405302-@171392982^171400153-171400210^171400839-171400925^171405302-,5,+,171392978^,171405302-,171392982^171400153-171400210^171400839-171400925^171405302-
5@+@171391424^171407700-@171391799^171392710-171392816^171392914-171392978^171400153-171400210^171400839-171400925^171405302-171405403^171407700-,5,+,171391424^,171407700-,171391799^171392710-171392816^171392914-171392978^171400153-171400210^171400839-171400925^171405302-171405403^171407700-
5@+@36163756^36166519-@36164695^36166519-,5,+,36163756^,36166519-,36164695^36166519-
5@+@36170442^36171603-@36170453^36171603-,5,+,36170442^,36171603-,36170453^36171603-
5@+@36163756^36176965-@36166662^36168313-36168447^36170344-36170442^36171603-36171733^36176965-,5,+,36163756^,36176965-,36166662^36168313-36168447^36170344-36170442^36171603-36171733^36176965-
5@+@36163756^36176965-@36164695^36166519-36166662^36168313-36168447^36170344-36170442^36171603-36171733^36176965-,5,+,36163756^,36176965-,36164695^36166519-36166662^36168313-36168447^36170344-36170442^36171603-36171733^36176965-
5@+@151771964^151786603-@151771976^151786603-,5,+,151771964^,151786603-,151771976^151786603-
5@+@151790990^151794203-@151791062^151794203-,5,+,151790990^,151794203-,151791062^151794203-
5@+@151795528^151797227-@151795575^151797227-,5,+,151795528^,151797227-,151795575^151797227-
5@+@151795528^151797227-@151795575^151796314-151796545^151797227-,5,+,151795528^,151797227-,151795575^151796314-151796545^151797227-
5@+@151795575^151799212-@151797428^151799212-,5,+,151795575^,151799212-,151797428^151799212-
5@+@151800000^151800218-@151800043^151800218-,5,+,151800000^,151800218-,151800043^151800218-
5@+@151800261^151800760-@151800346^151800760-,5,+,151800261^,151800760-,151800346^151800760-
5@+@151800000^151800760-@151800346^151800760-,5,+,151800000^,151800760-,151800346^151800760-
5@+@151800000^151800760-@151800043^151800218-151800346^151800760-,5,+,151800000^,151800760-,151800043^151800218-151800346^151800760-
5@+@151803996^151804406-@151804162^151804406-,5,+,151803996^,151804406-,151804162^151804406-
5@+@151803996^151804406-@151804203^151804406-,5,+,151803996^,151804406-,151804203^151804406-
5@+@151803996^151804406-@151804141^151804406-,5,+,151803996^,151804406-,151804141^151804406-
5@+@151804162^151804406-@151804203^151804406-,5,+,151804162^,151804406-,151804203^151804406-
5@+@151804141^151804406-@151804162^151804406-,5,+,151804141^,151804406-,151804162^151804406-
5@+@151804141^151804406-@151804203^151804406-,5,+,151804141^,151804406-,151804203^151804406-
5@+@151800261^151804406-@151800346^151800760-151800869^151803885-151804162^151804406-,5,+,151800261^,151804406-,151800346^151800760-151800869^151803885-151804162^151804406-
5@+@151800261^151804406-@151800346^151800760-151800869^151803885-151804141^151804406-,5,+,151800261^,151804406-,151800346^151800760-151800869^151803885-151804141^151804406-
5@-@55119813^55114318-@55119801^55114318-,5,-,55119813^,55114318-,55119801^55114318-
5@+@154858797^154863207-@154858816^154863207-,5,+,154858797^,154863207-,154858816^154863207-
5@+@154858768^154863207-@154858797^154863207-,5,+,154858768^,154863207-,154858797^154863207-
5@+@154858768^154863207-@154858816^154863207-,5,+,154858768^,154863207-,154858816^154863207-
5@+@154858801^154865192-@154858816^154863207-154863395^154865192-,5,+,154858801^,154865192-,154858816^154863207-154863395^154865192-
5@+@154858768^154870661-@154858816^154863207-154863395^154865192-154865385^154870661-,5,+,154858768^,154870661-,154858816^154863207-154863395^154865192-154865385^154870661-
5@+@154858768^154870661-@154858801^154865192-154865385^154870661-,5,+,154858768^,154870661-,154858801^154865192-154865385^154870661-
5@+@131359547^131385543-@131359558^131385543-,5,+,131359547^,131385543-,131359558^131385543-
5@-@39125998^39124278-@39125972^39124278-,5,-,39125998^,39124278-,39125972^39124278-
5@-@53109712^53108643-@53109251^53108643-,5,-,53109712^,53108643-,53109251^53108643-
5@+@132271466^132272025-@132271908^132272025-,5,+,132271466^,132272025-,132271908^132272025-
5@+@31534325^31535744-@31534417^31535744-,5,+,31534325^,31535744-,31534417^31535744-
5@+@31534325^31535744-@31534417^31534959-31535051^31535744-,5,+,31534325^,31535744-,31534417^31534959-31535051^31535744-
5@-@132227086^132218644-@132226697^132218644-,5,-,132227086^,132218644-,132226697^132218644-
5@-@132227086^132218644-@132226697^132218644-,5,-,132227086^,132218644-,132226697^132218644-
5@-@132227086^132218644-@132226932^132218644-,5,-,132227086^,132218644-,132226932^132218644-
5@+@75359511^75359985-@75359556^75359985-,5,+,75359511^,75359985-,75359556^75359985-
5@-@179644945^179644086-@179644799^179644086-,5,-,179644945^,179644086-,179644799^179644086-
5@+@179699084^179705679-@179699102^179704155-179704430^179705679-,5,+,179699084^,179705679-,179699102^179704155-179704430^179705679-
5@+@179699049^179705679-@179699084^179705679-,5,+,179699049^,179705679-,179699084^179705679-
5@+@179699049^179705679-@179699102^179704155-179704430^179705679-,5,+,179699049^,179705679-,179699102^179704155-179704430^179705679-
5@+@179699049^179705679-@179699102^179705679-,5,+,179699049^,179705679-,179699102^179705679-
5@+@179705852^179706258-@179705862^179706258-,5,+,179705852^,179706258-,179705862^179706258-
5@+@179705852^179707132-@179705862^179706258-179706331^179707132-,5,+,179705852^,179707132-,179705862^179706258-179706331^179707132-
5@+@179705852^179708239-@179705862^179706258-179706331^179707132-179707190^179708239-,5,+,179705852^,179708239-,179705862^179706258-179706331^179707132-179707190^179708239-
5@+@179720560^179723660-@179723019^179723660-,5,+,179720560^,179723660-,179723019^179723660-
5@+@179720560^179726680-@179723019^179723660-179723779^179724657-179724783^179726680-,5,+,179720560^,179726680-,179723019^179723660-179723779^179724657-179724783^179726680-
5@+@13860515^13896589-@13860555^13896589-,5,+,13860515^,13896589-,13860555^13896589-
5@+@150391657^150391957-@150391795^150391957-,5,+,150391657^,150391957-,150391795^150391957-
5@+@36608600^36629450-@36608604^36629450-,5,+,36608600^,36629450-,36608604^36629450-
5@+@36608600^36629450-@36608604^36614937-36614979^36629450-,5,+,36608600^,36629450-,36608604^36614937-36614979^36629450-
5@+@36629587^36671029-@36630482^36671029-,5,+,36629587^,36671029-,36630482^36671029-
5@+@36671233^36676892-@36674091^36676892-,5,+,36671233^,36676892-,36674091^36676892-
5@+@36671233^36679627-@36674091^36676892-36677184^36679627-,5,+,36671233^,36679627-,36674091^36676892-36677184^36679627-
5@+@36677184^36680395-@36679860^36680395-,5,+,36677184^,36680395-,36679860^36680395-
5@+@36629587^36686065-@36630482^36671029-36671233^36674049-36674091^36676892-36677184^36679627-36679860^36680395-36680589^36683864-36683998^36686065-,5,+,36629587^,36686065-,36630482^36671029-36671233^36674049-36674091^36676892-36677184^36679627-36679860^36680395-36680589^36683864-36683998^36686065-
5@-@138289501^138287267-@138289480^138287267-,5,-,138289501^,138287267-,138289480^138287267-
5@+@138341264^138341809-@138341413^138341809-,5,+,138341264^,138341809-,138341413^138341809-
5@-@37142310^37138848-@37139340^37138848-,5,-,37142310^,37138848-,37139340^37138848-
5@+@171791003^171794565-@171791420^171793298-171793362^171794565-,5,+,171791003^,171794565-,171791420^171793298-171793362^171794565-
5@-@154038388^154034967-@154038293^154034967-,5,-,154038388^,154034967-,154038293^154034967-
5@-@154038388^154034967-@154038293^154036385-154036242^154034967-,5,-,154038388^,154034967-,154038293^154036385-154036242^154034967-
5@-@154038836^154034967-@154038388^154034967-,5,-,154038836^,154034967-,154038388^154034967-
5@-@154038857^154034967-@154038827^154038434-154038293^154034967-,5,-,154038857^,154034967-,154038827^154038434-154038293^154034967-
5@-@132486557^132486373-@132486522^132486373-,5,-,132486557^,132486373-,132486522^132486373-
5@-@132486557^132485716-@132486522^132485716-,5,-,132486557^,132485716-,132486522^132485716-
5@-@132486557^132485716-@132486522^132486373-132486251^132485716-,5,-,132486557^,132485716-,132486522^132486373-132486251^132485716-
5@-@132486557^132484497-@132486522^132484497-,5,-,132486557^,132484497-,132486522^132484497-
5@-@132486557^132484497-@132486522^132485716-132485667^132484497-,5,-,132486557^,132484497-,132486522^132485716-132485667^132484497-
5@-@132486557^132484497-@132486522^132486373-132486251^132485716-132485667^132484497-,5,-,132486557^,132484497-,132486522^132486373-132486251^132485716-132485667^132484497-
5@-@132484395^132484075-@132484362^132484075-,5,-,132484395^,132484075-,132484362^132484075-
5@-@140591074^140590991-@140591064^140590991-,5,-,140591074^,140590991-,140591064^140590991-
5@-@62403694^62403346-@62403668^62403346-,5,-,62403694^,62403346-,62403668^62403346-
5@-@62398824^62398739-@62398820^62398739-,5,-,62398824^,62398739-,62398820^62398739-
5@-@62398511^62394607-@62398429^62394607-,5,-,62398511^,62394607-,62398429^62394607-
5@+@69254667^69255460-@69254669^69255460-,5,+,69254667^,69255460-,69254669^69255460-
5@+@69560242^69565100-@69560403^69565100-,5,+,69560242^,69565100-,69560403^69565100-
5@+@69509388^69513948-@69509819^69513948-,5,+,69509388^,69513948-,69509819^69513948-
5@-@177510260^177509657-@177510150^177509657-,5,-,177510260^,177509657-,177510150^177509657-
5@+@129526456^129527748-@129526515^129527748-,5,+,129526456^,129527748-,129526515^129527748-
5@-@75425361^75419424-@75425292^75419424-,5,-,75425361^,75419424-,75425292^75419424-
5@-@75381145^75374191-@75381072^75374191-,5,-,75381145^,75374191-,75381072^75374191-
5@-@75381145^75374191-@75381072^75379473-75379337^75374191-,5,-,75381145^,75374191-,75381072^75379473-75379337^75374191-
5@-@75425361^75419424-@75425270^75419424-,5,-,75425361^,75419424-,75425270^75419424-
5@-@60904792^60903716-@60904788^60903716-,5,-,60904792^,60903716-,60904788^60903716-
5@-@60903648^60902508-@60903567^60902508-,5,-,60903648^,60902508-,60903567^60902508-
5@+@119452633^119456315-@119452821^119456315-,5,+,119452633^,119456315-,119452821^119456315-
5@+@119452633^119473908-@119452821^119456315-119456368^119471636-119471700^119473908-,5,+,119452633^,119473908-,119452821^119456315-119456368^119471636-119471700^119473908-
5@+@119477492^119478834-@119477501^119478834-,5,+,119477492^,119478834-,119477501^119478834-
5@+@119477492^119478834-@119477501^119477798-119477894^119478834-,5,+,119477492^,119478834-,119477501^119477798-119477894^119478834-
5@+@119477492^119478834-@119477501^119478094-119478141^119478834-,5,+,119477492^,119478834-,119477501^119478094-119478141^119478834-
5@+@134535915^134537989-@134536022^134537989-,5,+,134535915^,134537989-,134536022^134537989-
5@+@134576896^134578497-@134577038^134578497-,5,+,134576896^,134578497-,134577038^134578497-
5@-@141629860^141629306-@141629684^141629306-,5,-,141629860^,141629306-,141629684^141629306-
5@+@343964^353730-@343969^353730-,5,+,343964^,353730-,343969^353730-
5@+@43161606^43161709-@43161613^43161709-,5,+,43161606^,43161709-,43161613^43161709-
5@+@71634952^71635151-@71635042^71635151-,5,+,71634952^,71635151-,71635042^71635151-
5@+@71641083^71643771-@71641195^71643771-,5,+,71641083^,71643771-,71641195^71643771-
5@+@71641075^71643771-@71641083^71643771-,5,+,71641075^,71643771-,71641083^71643771-
5@+@71641075^71643771-@71641195^71643771-,5,+,71641075^,71643771-,71641195^71643771-
5@+@71641075^71643819-@71642727^71643819-,5,+,71641075^,71643819-,71642727^71643819-
5@+@71641075^71649097-@71642727^71643819-71643895^71646211-71646277^71649097-,5,+,71641075^,71649097-,71642727^71643819-71643895^71646211-71646277^71649097-
5@+@71641075^71649097-@71641083^71643771-71643895^71646211-71646277^71649097-,5,+,71641075^,71649097-,71641083^71643771-71643895^71646211-71646277^71649097-
5@+@71641075^71649097-@71641195^71643771-71643895^71646211-71646277^71649097-,5,+,71641075^,71649097-,71641195^71643771-71643895^71646211-71646277^71649097-
5@+@2753355^2755029-@2753370^2755029-,5,+,2753355^,2755029-,2753370^2755029-
5@-@181204022^181203640-@181203745^181203640-,5,-,181204022^,181203640-,181203745^181203640-
5@-@181203545^181200081-@181203477^181200081-,5,-,181203545^,181200081-,181203477^181200081-
5@-@181242174^181241639-@181242170^181241639-,5,-,181242174^,181241639-,181242170^181241639-
5@-@181242170^181239582-@181241492^181239582-,5,-,181242170^,181239582-,181241492^181239582-
5@-@181243286^181242345-@181243254^181242345-,5,-,181243286^,181242345-,181243254^181242345-
5@-@181242286^181241639-@181242174^181241639-,5,-,181242286^,181241639-,181242174^181241639-
5@-@181242174^181241639-@181242170^181241639-,5,-,181242174^,181241639-,181242170^181241639-
5@-@181242286^181241639-@181242170^181241639-,5,-,181242286^,181241639-,181242170^181241639-
5@+@306754^311293-@306760^311293-,5,+,306754^,311293-,306760^311293-
5@+@304221^311293-@306754^311293-,5,+,304221^,311293-,306754^311293-
5@+@304221^314417-@306754^311293-311402^314417-,5,+,304221^,314417-,306754^311293-311402^314417-
5@+@177087018^177089550-@177087033^177088239-177088514^177089550-,5,+,177087018^,177089550-,177087033^177088239-177088514^177089550-
5@+@177087018^177089550-@177087033^177089550-,5,+,177087018^,177089550-,177087033^177089550-
5@+@177093177^177093406-@177093331^177093406-,5,+,177093177^,177093406-,177093331^177093406-
5@+@177093501^177093654-@177093551^177093654-,5,+,177093501^,177093654-,177093551^177093654-
5@-@892421^891854-@892087^891854-,5,-,892421^,891854-,892087^891854-
5@-@1076138^1075490-@1075891^1075490-,5,-,1076138^,1075490-,1075891^1075490-
5@+@177169428^177191884-@177169644^177191884-,5,+,177169428^,177191884-,177169644^177191884-
5@-@179853378^179848066-@179853197^179848066-,5,-,179853378^,179848066-,179853197^179848066-
5@-@179853378^179844227-@179853197^179848066-179847978^179844227-,5,-,179853378^,179844227-,179853197^179848066-179847978^179844227-
5@-@179853378^179842064-@179853197^179848066-179847978^179844227-179844152^179842064-,5,-,179853378^,179842064-,179853197^179848066-179847978^179844227-179844152^179842064-
5@-@55283203^55281515-@55283116^55281515-,5,-,55283203^,55281515-,55283116^55281515-
5@-@178618556^178616948-@178617344^178616948-,5,-,178618556^,178616948-,178617344^178616948-
5@+@251043^256334-@251103^251338-251468^254393-254506^256334-,5,+,251043^,256334-,251103^251338-251468^254393-254506^256334-
5@-@160255549^160253798-@160254129^160253798-,5,-,160255549^,160253798-,160254129^160253798-
5@+@73498558^73499134-@73498799^73499134-,5,+,73498558^,73499134-,73498799^73499134-
5@+@132384314^132385328-@132384320^132385328-,5,+,132384314^,132385328-,132384320^132385328-
5@+@132384301^132385328-@132384320^132385328-,5,+,132384301^,132385328-,132384320^132385328-
5@+@132384301^132385328-@132384314^132385328-,5,+,132384301^,132385328-,132384314^132385328-
5@+@132384320^132387025-@132385499^132387025-,5,+,132384320^,132387025-,132385499^132387025-
5@+@132384314^132387025-@132385499^132387025-,5,+,132384314^,132387025-,132385499^132387025-
5@+@132384314^132387025-@132384320^132387025-,5,+,132384314^,132387025-,132384320^132387025-
5@+@132384314^132387025-@132384320^132385328-132385499^132387025-,5,+,132384314^,132387025-,132384320^132385328-132385499^132387025-
5@+@132384314^132387025-@132384320^132385376-132385499^132387025-,5,+,132384314^,132387025-,132384320^132385376-132385499^132387025-
5@+@132384301^132388921-@132387151^132388921-,5,+,132384301^,132388921-,132387151^132388921-
5@+@132384301^132388921-@132385499^132387025-132387151^132388921-,5,+,132384301^,132388921-,132385499^132387025-132387151^132388921-
5@+@132384301^132388921-@132384320^132387025-132387151^132388921-,5,+,132384301^,132388921-,132384320^132387025-132387151^132388921-
5@+@132384301^132388921-@132384320^132385328-132385499^132387025-132387151^132388921-,5,+,132384301^,132388921-,132384320^132385328-132385499^132387025-132387151^132388921-
5@+@132384301^132388921-@132384320^132385376-132385499^132387025-132387151^132388921-,5,+,132384301^,132388921-,132384320^132385376-132385499^132387025-132387151^132388921-
5@+@132384301^132388921-@132384320^132385328-132385499^132387062-132387151^132388921-,5,+,132384301^,132388921-,132384320^132385328-132385499^132387062-132387151^132388921-
5@+@132384301^132388921-@132384314^132387025-132387151^132388921-,5,+,132384301^,132388921-,132384314^132387025-132387151^132388921-
5@+@132384301^132388921-@132384314^132385328-132385499^132386990-132387151^132388921-,5,+,132384301^,132388921-,132384314^132385328-132385499^132386990-132387151^132388921-
5@-@848490^847615-@848482^847615-,5,-,848490^,847615-,848482^847615-
5@-@69367839^69366595-@69367128^69366595-,5,-,69367839^,69366595-,69367128^69366595-
5@+@137870525^137875829-@137871007^137875829-,5,+,137870525^,137875829-,137871007^137875829-
5@+@64694182^64695507-@64694199^64695507-,5,+,64694182^,64695507-,64694199^64695507-
5@-@65262817^65260663-@65262804^65260663-,5,-,65262817^,65260663-,65262804^65260663-
5@+@58493683^58494247-@58493838^58494247-,5,+,58493683^,58494247-,58493838^58494247-
5@-@150407152^150406321-@150406881^150406321-,5,-,150407152^,150406321-,150406881^150406321-
5@-@150406259^150403312-@150405085^150404767-150404680^150403312-,5,-,150406259^,150403312-,150405085^150404767-150404680^150403312-
5@-@150404680^150402625-@150403121^150402625-,5,-,150404680^,150402625-,150403121^150402625-
5@-@150406259^150402625-@150405085^150404767-150404680^150403312-150403121^150402625-,5,-,150406259^,150402625-,150405085^150404767-150404680^150403312-150403121^150402625-
5@-@150406259^150402625-@150405085^150404767-150404680^150402625-,5,-,150406259^,150402625-,150405085^150404767-150404680^150402625-
5@+@154793922^154794100-@154794000^154794100-,5,+,154793922^,154794100-,154794000^154794100-
5@+@154793901^154794100-@154794000^154794100-,5,+,154793901^,154794100-,154794000^154794100-
5@+@154793901^154794100-@154793922^154794100-,5,+,154793901^,154794100-,154793922^154794100-
5@-@118522727^118511064-@118521172^118511064-,5,-,118522727^,118511064-,118521172^118511064-
5@-@91314165^91313781-@91314080^91313781-,5,-,91314165^,91313781-,91314080^91313781-
5@-@91314165^91313777-@91314080^91313777-,5,-,91314165^,91313777-,91314080^91313777-
5@-@91314165^91313777-@91314080^91313777-,5,-,91314165^,91313777-,91314080^91313777-
5@-@91314080^91313777-@91313962^91313777-,5,-,91314080^,91313777-,91313962^91313777-
5@-@91312295^91311032-@91311646^91311032-,5,-,91312295^,91311032-,91311646^91311032-
5@-@91313078^91311032-@91312295^91311737-91311646^91311032-,5,-,91313078^,91311032-,91312295^91311737-91311646^91311032-
5@-@91310856^91303971-@91310738^91306096-91306032^91305771-91305680^91303971-,5,-,91310856^,91303971-,91310738^91306096-91306032^91305771-91305680^91303971-
5@-@91314165^91303971-@91314080^91313777-91313638^91303971-,5,-,91314165^,91303971-,91314080^91313777-91313638^91303971-
5@-@91314165^91303971-@91314080^91313777-91313638^91303971-,5,-,91314165^,91303971-,91314080^91313777-91313638^91303971-
5@-@91314165^91303971-@91314080^91313777-91313638^91313229-91313078^91303971-,5,-,91314165^,91303971-,91314080^91313777-91313638^91313229-91313078^91303971-
5@-@91310856^91303161-@91310738^91306096-91306032^91305771-91305680^91303971-91303873^91303161-,5,-,91310856^,91303161-,91310738^91306096-91306032^91305771-91305680^91303971-91303873^91303161-
5@-@103886375^103881964-@103886341^103881964-,5,-,103886375^,103881964-,103886341^103881964-
5@+@84387936^84399585-@84388163^84399585-,5,+,84387936^,84399585-,84388163^84399585-
5@+@163437750^163439257-@163437804^163439257-,5,+,163437750^,163439257-,163437804^163439257-
5@-@78228144^78227532-@78228132^78227532-,5,-,78228144^,78227532-,78228132^78227532-
5@-@78141200^78129307-@78141143^78129307-,5,-,78141200^,78129307-,78141143^78129307-
5@+@119634252^119635028-@119634734^119635028-,5,+,119634252^,119635028-,119634734^119635028-
5@+@163512196^163513842-@163513669^163513842-,5,+,163512196^,163513842-,163513669^163513842-
5@+@163513669^163516518-@163513994^163516518-,5,+,163513669^,163516518-,163513994^163516518-
5@+@163516711^163518193-@163517674^163518193-,5,+,163516711^,163518193-,163517674^163518193-
5@+@163512196^163518193-@163513669^163516518-163516711^163517561-163517674^163518193-,5,+,163512196^,163518193-,163513669^163516518-163516711^163517561-163517674^163518193-
5@+@163512196^163518193-@163513669^163513842-163513994^163516518-163516711^163517561-163517674^163518193-,5,+,163512196^,163518193-,163513669^163513842-163513994^163516518-163516711^163517561-163517674^163518193-
5@-@39392365^39390575-@39392204^39390575-,5,-,39392365^,39390575-,39392204^39390575-
5@+@168126939^168162611-@168126966^168162611-,5,+,168126939^,168162611-,168126966^168162611-
5@-@39288819^39285233-@39288723^39285233-,5,-,39288819^,39285233-,39288723^39285233-
5@-@177405735^177405433-@177405560^177405433-,5,-,177405735^,177405433-,177405560^177405433-
5@-@177402661^177402459-@177402550^177402459-,5,-,177402661^,177402459-,177402550^177402459-
5@+@169588490^169591048-@169588575^169591048-,5,+,169588490^,169591048-,169588575^169591048-
5@+@169588490^169591048-@169588575^169590756-169590829^169591048-,5,+,169588490^,169591048-,169588575^169590756-169590829^169591048-
5@+@56911502^56913011-@56911536^56913011-,5,+,56911502^,56913011-,56911536^56913011-
5@-@158823200^158796475-@158823176^158796475-,5,-,158823200^,158796475-,158823176^158796475-
5@-@159168992^159163079-@159168873^159163079-,5,-,159168992^,159163079-,159168873^159163079-
5@-@176182685^176180886-@176182620^176180886-,5,-,176182685^,176180886-,176182620^176180886-
5@-@176182685^176176823-@176182620^176180886-176180816^176180348-176180324^176176823-,5,-,176182685^,176176823-,176182620^176180886-176180816^176180348-176180324^176176823-
5@-@176359481^176355749-@176359462^176355749-,5,-,176359481^,176355749-,176359462^176355749-
5@-@176969601^176969291-@176969597^176969291-,5,-,176969601^,176969291-,176969597^176969291-
5@-@176969053^176958154-@176968555^176958154-,5,-,176969053^,176958154-,176968555^176958154-
5@-@176969601^176958154-@176969597^176969291-176968555^176958154-,5,-,176969601^,176958154-,176969597^176969291-176968555^176958154-
5@+@177593710^177594139-@177593775^177594139-,5,+,177593710^,177594139-,177593775^177594139-
5@+@178138258^178142583-@178138396^178142583-,5,+,178138258^,178142583-,178138396^178142583-
5@+@178209432^178210132-@178209447^178210132-,5,+,178209432^,178210132-,178209447^178210132-
5@+@178209441^178210553-@178209447^178210553-,5,+,178209441^,178210553-,178209447^178210553-
5@+@178209441^178210553-@178209447^178210132-178210272^178210553-,5,+,178209441^,178210553-,178209447^178210132-178210272^178210553-
5@+@178209432^178210553-@178209441^178210553-,5,+,178209432^,178210553-,178209441^178210553-
5@+@178209432^178210553-@178209447^178210553-,5,+,178209432^,178210553-,178209447^178210553-
5@+@178209432^178210553-@178209447^178210132-178210272^178210553-,5,+,178209432^,178210553-,178209447^178210132-178210272^178210553-
5@-@178211890^178208915-@178211761^178208915-,5,-,178211890^,178208915-,178211761^178208915-
5@+@14681607^14687521-@14681624^14687521-,5,+,14681607^,14687521-,14681624^14687521-
5@+@175878280^175878652-@175878571^175878652-,5,+,175878280^,175878652-,175878571^175878652-
5@+@176087205^176089463-@176087255^176089463-,5,+,176087205^,176089463-,176087255^176089463-
5@+@176103291^176103756-@176103297^176103756-,5,+,176103291^,176103756-,176103297^176103756-
5@+@176124105^176124263-@176124120^176124263-,5,+,176124105^,176124263-,176124120^176124263-
5@+@72320509^72322172-@72321179^72322172-,5,+,72320509^,72322172-,72321179^72322172-
5@+@151020854^151025340-@151021253^151025340-,5,+,151020854^,151025340-,151021253^151025340-
5@-@151185447^151184441-@151185422^151184441-,5,-,151185447^,151184441-,151185422^151184441-
5@+@69195750^69197053-@69195791^69197053-,5,+,69195750^,69197053-,69195791^69197053-
5@+@76609179^76611020-@76609230^76611020-,5,+,76609179^,76611020-,76609230^76611020-
5@+@76609179^76611020-@76609230^76611020-,5,+,76609179^,76611020-,76609230^76611020-
5@+@77098669^77105656-@77098747^77105656-,5,+,77098669^,77105656-,77098747^77105656-
5@+@77098669^77105656-@77098747^77100236-77100391^77105656-,5,+,77098669^,77105656-,77098747^77100236-77100391^77105656-
5@-@77459062^77453928-@77459050^77453928-,5,-,77459062^,77453928-,77459050^77453928-
5@-@77459062^77451353-@77459050^77453928-77453817^77451353-,5,-,77459062^,77451353-,77459050^77453928-77453817^77451353-
5@-@77453817^77449860-@77453802^77449860-,5,-,77453817^,77449860-,77453802^77449860-
5@-@77489551^77440997-@77489457^77440997-,5,-,77489551^,77440997-,77489457^77440997-
5@-@77489551^77440997-@77489457^77464809-77464761^77463226-77463095^77459124-77459062^77449860-77449760^77440997-,5,-,77489551^,77440997-,77489457^77464809-77464761^77463226-77463095^77459124-77459062^77449860-77449760^77440997-
5@-@77489551^77440997-@77489457^77464809-77464761^77463226-77463095^77459124-77459062^77451353-77451291^77449870-77449760^77440997-,5,-,77489551^,77440997-,77489457^77464809-77464761^77463226-77463095^77459124-77459062^77451353-77451291^77449870-77449760^77440997-
5@-@77489551^77440997-@77489457^77464809-77464761^77463226-77463095^77459124-77459062^77453928-77453817^77440997-,5,-,77489551^,77440997-,77489457^77464809-77464761^77463226-77463095^77459124-77459062^77453928-77453817^77440997-
5@-@77489551^77440997-@77489457^77464809-77464761^77463226-77463095^77459124-77459062^77453928-77453817^77449860-77449760^77440997-,5,-,77489551^,77440997-,77489457^77464809-77464761^77463226-77463095^77459124-77459062^77453928-77453817^77449860-77449760^77440997-
5@-@77489551^77440997-@77489457^77464809-77464761^77463226-77463095^77459124-77459062^77453928-77453817^77451353-77451291^77449870-77449760^77440997-,5,-,77489551^,77440997-,77489457^77464809-77464761^77463226-77463095^77459124-77459062^77453928-77453817^77451353-77451291^77449870-77449760^77440997-
5@+@148065372^148070323-@148065475^148070323-,5,+,148065372^,148070323-,148065475^148070323-
5@-@139479152^139478508-@139479104^139478508-,5,-,139479152^,139478508-,139479104^139478508-
5@-@72320234^72314158-@72320149^72314158-,5,-,72320234^,72314158-,72320149^72314158-
5@-@72241647^72238128-@72241462^72238128-,5,-,72241647^,72238128-,72241462^72238128-
5@+@55767940^55781066-@55768089^55781066-,5,+,55767940^,55781066-,55768089^55781066-
5@+@55908396^55910532-@55908411^55910532-,5,+,55908396^,55910532-,55908411^55910532-
